%22Rich%20Uncle%20Pennybags%22%20from%20the%20board%20game%20%22Monopoly%22%20wears%20a%20monocle.,False
What%20Magic%3A%20The%20Gathering%20card%27s%20flavor%20text%20is%20just%20%27Ribbit.%27%3F,Turn%20to%20Frog
In%20what%20year%20was%20the%20card%20game%20Magic%3A%20the%20Gathering%20first%20introduced%3F,1993
At%20the%20start%20of%20a%20standard%20game%20of%20the%20Monopoly%2C%20if%20you%20throw%20a%20double%20six%2C%20which%20square%20would%20you%20land%20on%3F,Electric%20Company
In%20Magic%3A%20The%20Gathering%2C%20what%20was%20a%20tribute%20card%20to%20Jamie%20Wakefield%27s%20late%20wife%20Marilyn%2C%20who%20loved%20horses%3F,Timbermare
In%20the%20Board%20Game%2C%20Settlers%20of%20Catan%2C%20a%20die%20roll%20of%20what%20number%20causes%20the%20Robber%20to%20attack%3F%20,7
What%20was%20the%20development%20code%20name%20for%20the%20%22Weatherlight%22%20expansion%20for%20%22Magic%3A%20The%20Gathering%22%2C%20released%20in%201997%3F,Mocha%20Latte
In%20%22Magic%3A%20The%20Gathering%22%2C%20what%20instant%20card%20has%20the%20highest%20converted%20mana%20cost%3F,Blinkmoth%20Infusion
In%20Magic%3A%20The%20Gathering%2C%20what%20term%20for%20blocking%20was%20established%20in%20the%20Portal%20set%3F,Intercepting
In%20Yu-Gi-Oh%2C%20how%20does%20a%20player%20perform%20an%20Xyz%20Summon%3F,Overlay%20at%20least%202%20Monsters%20of%20the%20Same%20Level
In%20Chess%2C%20the%20Queen%20has%20the%20combined%20movement%20of%20which%20two%20pieces%3F,Bishop%20and%20Rook
What%20was%20the%20development%20code%20name%20for%20the%20%22Urza%27s%20Destiny%22%20expansion%20for%20%22Magic%3A%20The%20Gathering%22%2C%20released%20in%201999%3F,Chimichanga
The%20board%20game%2C%20Nightmare%20was%20released%20in%20what%20year%3F,1991
Which%20character%20class%20in%20Dungeons%20and%20Dragons%205th%20edition%20gains%20it%27s%20powers%20from%20making%20a%20pact%20with%20a%20being%20of%20higher%20power%3F,Warlock
On%20a%20standard%20Monopoly%20board%2C%20how%20much%20do%20you%20have%20to%20pay%20for%20Tennessee%20Ave%3F,%24180
What%20is%20the%20world%27s%20oldest%20board%20game%3F,Senet
There%20is%20a%20Donald%20Trump%20Board%20Game%2C%20which%20was%20made%20in%201989.,True
What%20is%20the%20sum%20of%20all%20the%20tiles%20in%20a%20standard%20box%20of%20Scrabble%3F,187
In%20which%20year%20was%20the%20pen%20and%20paper%20RPG%20%22Deadlands%22%20released%3F,1996
Some%20of%20the%20%22Fallen%20Empires%22%20cards%20from%20%22Magic%3A%20The%20Gathering%22%20were%20misprinted%20on%20the%20backs%20of%20which%20other%20card%20game%3F,Wyvern
%22PAYDAY%3A%20The%20Heist%22%20is%20a%20sequel%20to%20the%20board%20game%20%22Payday%22.,False
What%20is%20the%20maximum%20level%20you%20can%20have%20in%20a%20single%20class%20in%20Dungeons%20and%20Dragons%20%285e%29%3F,20
In%20the%20game%20%22Racko%22%20you%20may%20pick%20up%20ANY%20card%20from%20the%20discard%20pile.,False
In%20a%20standard%20game%20of%20Monopoly%2C%20what%20colour%20are%20the%20two%20cheapest%20properties%3F,Brown
When%20was%20the%20board%20game%20Twister%2C%20released%20to%20the%20public%3F,April%201966
How%20many%20rooms%20are%20there%2C%20not%20including%20the%20hallways%20and%20the%20set%20of%20stairs%2C%20in%20the%20board%20game%20%22Clue%22%3F,9
Europa%20Universalis%20is%20a%20strategy%20video%20game%20based%20on%20which%20French%20board%20game%3F,Europa%20Universalis
The%20card%20game%20%22Munchkin%22%20won%20the%202001%20Origins%20Award%20for%20Best%20Traditional%20Card%20Game.,True
In%20standard%20Monopoly%2C%20what%27s%20the%20rent%20if%20you%20land%20on%20Park%20Place%20with%20no%20houses%3F,%2435
What%20is%20the%20most%20challenging%20monster%20in%20the%20Dungeons%20%26%20Dragons%205th%20Edition%20Monster%20Manual%3F,Tarrasque
Snakes%20and%20Ladders%20was%20originally%20created%20in%20India%3F,True
The%20board%20game%20Go%20has%20more%20possible%20legal%20positions%20than%20the%20number%20of%20atoms%20in%20the%20visible%20universe.,True
Which%20card%20is%20on%20the%20cover%20of%20the%20Beta%20rulebook%20of%20%22Magic%3A%20The%20Gathering%22%3F,Bog%20Wraith
When%20Magic%3A%20The%20Gathering%20was%20first%20solicited%2C%20which%20of%20the%20following%20was%20it%20originally%20titled%3F,Mana%20Clash
Which%20of%20these%20games%20includes%20the%20phrase%20%22Do%20not%20pass%20Go%2C%20do%20not%20collect%20%24200%22%3F,Monopoly
Which%20of%20the%20following%20tabletop%20games%20is%20the%20oldest%3F,Go
How%20many%20dots%20are%20on%20a%20single%20die%3F,21
How%20many%20spaces%20are%20there%20on%20a%20standard%20Monopoly%20board%3F,40
The%20board%20game%20Monopoly%20takes%20its%20street%20names%20from%20which%20real%20American%20city%3F,Atlantic%20City%2C%20New%20Jersey
In%20board%20games%2C%20an%20additional%20or%20ammended%20rule%20that%20applies%20to%20a%20certain%20group%20or%20place%20is%20informally%20known%20as%20a%20%22what%22%20rule%3F,House
How%20many%20pieces%20are%20there%20on%20the%20board%20at%20the%20start%20of%20a%20game%20of%20chess%3F,32
In%20%22Magic%3A%20The%20Gathering%22%2C%20during%20the%20design%20for%20Planar%20Chaos%2C%20what%20color%20did%20the%20developers%20think%20of%20adding%20in%20as%20the%20sixth%20color%3F,Purple
In%20Magic%3A%20The%20Gathering%2C%20what%20card%27s%20flavor%20text%20is%20%22Catch%21%22%3F,Lava%20Axe
Which%20ability%20from%20the%20%22Magic%3A%20The%20Gathering%22%20Scars%20of%20Mirrodin%20expansion%20involves%20having%20at%20least%20three%20artifacts%20in%20play%3F,Metalcraft
On%20a%20standard%20Monopoly%20board%2C%20which%20square%20is%20diagonally%20opposite%20%27Go%27%3F%20,Free%20Parking
Which%20board%20game%20was%20first%20released%20on%20February%206th%2C%201935%3F,Monopoly
The%20Angry%20Video%20Game%20Nerd%27s%20alter%20ego%20is%20%22Board%20James%22.,True
In%20Magic%3A%20The%20Gathering%2C%20which%20of%20the%20following%20was%20the%20first%20publicly%20released%20foil%20card%3F,Lightning%20Dragon
