Who%20was%20the%20only%20president%20to%20not%20be%20in%20office%20in%20Washington%20D.C%3F,George%20Washington
Which%20of%20these%20was%20an%20official%20candidate%20in%20the%202017%20British%20General%20Election%3F,Lord%20Buckethead
Who%20succeeded%20Joseph%20Stalin%20as%20General%20Secretary%20of%20the%20Communist%20Party%20of%20the%20Soviet%20Union%3F,Nikita%20Khrushchev
Whose%202016%20presidential%20campaign%20slogan%20was%20%22Make%20America%20Great%20Again%22%3F,Donald%20Trump
Which%20Native%20American%20tribe%2Fnation%20requires%20at%20least%20one%20half%20blood%20quantum%20%28equivalent%20to%20one%20parent%29%20to%20be%20eligible%20for%20membership%3F,Yomba%20Shoshone%20Tribe
Which%20of%20these%20is%20NOT%20one%20of%20Donald%20Trump%27s%20children%3F,Julius
What%20year%20did%20Gerald%20Ford%20Become%20President%3F,1974
What%20was%20the%20personal%20nickname%20of%20the%2040th%20Governor%20of%20the%20US%20State%20Louisiana%2C%20Huey%20Long%3F,The%20Kingfish
What%20are%20the%20first%20names%20of%20the%20first%20father%20and%20son%20pair%20that%20were%20both%20Prime%20Ministers%20of%20Canada%3F,Justin%20and%20Pierre
Who%20became%20Prime%20Minister%20of%20the%20United%20Kingdom%20in%20July%202016%3F,Theresa%20May
Who%20was%20the%2040th%20President%20of%20the%20USA%3F,Ronald%20Reagan
During%20the%202016%20United%20States%20presidential%20election%2C%20the%20State%20of%20California%20possessed%20the%20most%20electoral%20votes%2C%20having%2055.,True
Due%20to%20the%20Nagoya%20Resolution%2C%20China%20agreed%20to%20allow%20Taiwan%20to%20compete%20separately%20in%20international%20sporting%20events%20under%20what%20name%3F,Chinese%20Taipei
The%202014%20movie%20%22The%20Raid%202%3A%20Berandal%22%20was%20mainly%20filmed%20in%20which%20Asian%20country%3F,Indonesia
The%20S%20in%20Harry%20S.%20Truman%20stands%20for%20%22Samuel%22.,False
George%20Clinton%2C%20Vice%20President%20of%20the%20United%20States%20%281805-1812%29%2C%20is%20an%20ancestor%20of%20President%20Bill%20Clinton.,False
Which%20of%20the%20following%20Argentinian%20presidents%20was%20elected%20in%202015%3F,Mauricio%20Macri
There%20was%20a%20satirical%20candidate%20named%20%22Deez%20Nuts%22%20running%20in%20the%202016%20US%20presidential%20elections.,True
Russia%20passed%20a%20law%20in%202013%20which%20outlaws%20telling%20children%20that%20homosexuals%20exist.,True
What%20is%20the%20name%20of%20Niccol%C3%B2%20Machiavelli%27s%20work%20that%20argued%20effective%20leaders%20needed%20to%20crush%20their%20opponents%20at%20all%20costs%3F,The%20Prince
Who%20was%20the%20longest-serving%20senator%20in%20US%20history%2C%20serving%20from%201959%20to%202010%3F,Robert%20Byrd
Who%20is%20the%20only%20US%20president%20to%20serve%20two%20non-consecutive%20terms%20in%20office%3F,Grover%20Cleveland
%22Yes%2C%20America%20Can%21%22%20was%20this%20United%20States%20politician%27s%20de%20facto%20campaign%20slogan%20in%202004.,George%20W.%20Bush
Which%20president%20erased%20the%20national%20debt%20of%20the%20United%20States%3F,Andrew%20Jackson
Between%201973%20to%201990%2C%20what%20country%20was%20ruled%20by%20dictator%20Augusto%20Pinochet%3F,Chile
Former%20president%20Theodore%20Roosevelt%20%281900-1908%29%20%20ran%20for%20another%20term%20under%20the%20Progressive%20Party%20in%201912.,True
What%20is%20centralism%3F,%20Concentration%20of%20power%20and%20authority%20in%20a%20central%20organization.
