The%20HBO%20series%20%22Game%20of%20Thrones%22%20is%20based%20on%20which%20series%20of%20books%3F,A%20Song%20of%20Ice%20and%20Fire
In%20the%20show%20%22Futurama%22%20what%20is%20Fry%27s%20full%20name%3F,Philip%20J.%20Fry
In%20Star%20Trek%3A%20The%20Next%20Generation%2C%20what%20is%20the%20name%20of%20Data%27s%20cat%3F,Spot
What%20is%20the%20name%20of%20the%20race%20horse%20that%20Tony%20Soprano%20becomes%20attached%20to%3F,Pie-O-My
Who%20is%20the%20main%20character%20in%20the%20show%20%22Burn%20Notice%22%3F,Michael%20Westen
In%20season%20one%20of%20the%20Netflix%20political%20drama%20%22House%20of%20Cards%22%2C%20what%20government%20position%20does%20Frank%20Underwood%20hold%3F,House%20Majority%20Whip
In%20Battlestar%20Galactica%20%282004%29%2C%20what%20is%20the%20name%20of%20the%20President%20of%20the%20Twelve%20Colonies%3F,Laura%20Roslin
The%201985%20Toyota%20Corolla%20%22AE86%22%20was%20the%20hero%20car%20for%20what%20anime%3F%20,Initial%20D
In%20season%20one%20of%20the%20US%20Kitchen%20Nightmares%2C%20Gordan%20Ramsay%20tried%20to%20save%2010%20different%20restaurants.%20How%20many%20ended%20up%20closing%20afterwards%3F,9
Out%20of%20the%203%20Tots%20in%20Tots%20TV%2C%20who%20speaks%20French%20in%20the%20UK%20Version%20and%20Spanish%20in%20the%20US%20Version%3F,Tilly
Cesar%20Romero%20played%20which%20iconic%20Batman%20villain%20from%20the%201960%27s%20TV%20show%3F,The%20Joker
What%20is%20the%20title%20of%20The%20Allman%20Brothers%20Band%20instrumental%20used%20as%20the%20theme%20to%20the%20BBC%20motoring%20show%2C%20%27Top%20Gear%27%3F,Jessica
Which%20company%20has%20exclusive%20rights%20to%20air%20episodes%20of%20the%20%22The%20Grand%20Tour%22%3F,Amazon
In%20the%20show%20%22Dragonball%20Z%22%2C%20what%20is%20the%20name%20of%20Cell%27s%20most%20powerful%20attack%3F,Solar%20Kamehameha
In%20the%20television%20show%20Breaking%20Bad%2C%20what%20is%20the%20street%20name%20of%20Walter%20and%20Jesse%27s%20notorious%20product%3F,Blue%20Sky
British%20actor%20David%20Morrissey%20stars%20as%20which%20role%20in%20%22The%20Walking%20Dead%22%3F,The%20Governor
What%20was%20the%20name%20of%20the%20teenage%20witch%20played%20by%20Melisa%20Joan%20Hart%20who%20lives%20with%20her%20witch%20aunts%20Hilda%20and%20Zelda%3F,Sabrina
%22The%20Simpsons%22%20family%20is%20named%20after%20creator%20Matt%20Groening%27s%20real%20family.,True
Which%20of%20these%20voices%20wasn%27t%20a%20choice%20for%20the%20House%20AI%20in%20%22The%20Simpsons%20Treehouse%20of%20Horror%22%20short%2C%20House%20of%20Whacks%3F,George%20Clooney
Which%20British%20writer%20wrote%20for%20both%20Doctor%20Who%20and%20Sherlock%3F,Steven%20Moffatt
What%20was%20the%20name%20of%20the%20police%20officer%20in%20the%20cartoon%20%22Top%20Cat%22%3F,Dibble
In%20%22Star%20Trek%22%2C%20Klingons%20respect%20William%20Shakespeare%2C%20they%20even%20suspect%20him%20having%20a%20Klingon%20lineage.,True
An%20episode%20of%20%22The%20Simpsons%22%20is%20dedicated%20to%20Moe%20Szyslak%27s%20bar%20rag.,True
How%20many%20seasons%20did%20the%20Sci-Fi%20television%20show%20%22Stargate%20Universe%22%20have%3F,2
In%20the%20TV%20show%20%22Cheers%22%2C%20Sam%20Malone%20was%20a%20former%20relief%20pitcher%20for%20which%20baseball%20team%3F,Boston%20Red%20Sox
Dee%20from%20%22It%27s%20Always%20Sunny%20in%20Philadelphia%22%20has%20dated%20all%20of%20the%20following%20guys%20EXCEPT,Matthew%20%22Rickety%20Cricket%22%20Mara
In%20the%20show%20%27Doctor%20Who%27%2C%20what%20is%20the%20name%20of%20the%20time-capsule%20model%20stolen%20by%20%27the%20Doctor%27%3F,TT%20Type%2040%2C%20Mark%203%20%28TARDIS%29
What%20is%20the%20name%20of%20Chris%27s%20brother%20in%20%22Everybody%20Hates%20Chris%22%3F,Drew
In%20Supernatural%2C%20what%27s%20is%20Sam%27s%20brothers%20name%3F,Dean
